"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","mean_hires","hour_pred","day_pred","temp_rounded","temp_pred","hum_rounded","hum_pred","year_pred","season_pred","workday_pred","weathersit_pred"
"6963",12413,"2012-06-06",2,1,6,9,0,3,1,1,0.56,0.5303,0.6,0.0896,35,268,303,189.294933716987,27.8899004062358,5.91367535123775,0.6,38.2875704441151,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6964",12414,"2012-06-06",2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896,55,148,203,189.294933716987,-19.670873566611,5.91367535123775,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6965",12415,"2012-06-06",2,1,6,11,0,3,1,1,0.62,0.6212,0.43,0.0896,65,161,226,189.294933716987,20.9481855490681,5.91367535123775,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6966",12419,"2012-06-06",2,1,6,15,0,3,1,1,0.64,0.6212,0.38,0,75,225,300,189.294933716987,59.973831416185,5.91367535123775,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6967",12420,"2012-06-06",2,1,6,16,0,3,1,1,0.64,0.6212,0.41,0.1343,107,345,452,189.294933716987,128.995882609544,5.91367535123775,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6968",12422,"2012-06-06",2,1,6,18,0,3,1,3,0.6,0.6212,0.53,0.194,94,688,782,189.294933716987,238.653214431161,5.91367535123775,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,5.2577969816757,-1.00334705329519,-55.2474463615831
"6969",12424,"2012-06-06",2,1,6,20,0,3,1,1,0.54,0.5152,0.73,0.2836,59,349,408,189.294933716987,38.2859486359542,5.91367535123775,0.5,9.70992835427652,0.7,7.17255397102485,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6970",12425,"2012-06-06",2,1,6,21,0,3,1,1,0.54,0.5152,0.73,0.1642,38,260,298,189.294933716987,-22.5067563770855,5.91367535123775,0.5,9.70992835427652,0.7,7.17255397102485,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6971",12427,"2012-06-06",2,1,6,23,0,3,1,1,0.52,0.5,0.77,0,13,110,123,189.294933716987,-100.297396771174,5.91367535123775,0.5,9.70992835427652,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6972",12428,"2012-06-07",2,1,6,0,0,4,1,1,0.52,0.5,0.77,0.1343,9,50,59,189.294933716987,-135.023747276309,8.0614287458281,0.5,9.70992835427652,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6973",12431,"2012-06-07",2,1,6,3,0,4,1,1,0.5,0.4848,0.77,0.1045,0,5,5,189.294933716987,-176.811994084441,8.0614287458281,0.5,9.70992835427652,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6974",12432,"2012-06-07",2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,0,6,6,189.294933716987,-183.193106040747,8.0614287458281,0.5,9.70992835427652,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6975",12434,"2012-06-07",2,1,6,6,0,4,1,1,0.46,0.4545,0.88,0.1045,5,165,170,189.294933716987,-109.183245405299,8.0614287458281,0.5,9.70992835427652,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6976",12436,"2012-06-07",2,1,6,8,0,4,1,1,0.52,0.5,0.77,0,20,661,681,189.294933716987,168.00627110229,8.0614287458281,0.5,9.70992835427652,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6977",12441,"2012-06-07",2,1,6,13,0,4,1,1,0.7,0.6364,0.37,0.2836,65,250,315,189.294933716987,66.1902147978645,8.0614287458281,0.7,60.6044253229594,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6978",12444,"2012-06-07",2,1,6,16,0,4,1,1,0.72,0.6515,0.34,0.2239,77,389,466,189.294933716987,128.995882609544,8.0614287458281,0.7,60.6044253229594,0.3,4.90872102927088,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6979",12448,"2012-06-07",2,1,6,20,0,4,1,1,0.66,0.6212,0.36,0.2985,76,402,478,189.294933716987,38.2859486359542,8.0614287458281,0.7,60.6044253229594,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6980",12450,"2012-06-07",2,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642,35,193,228,189.294933716987,-56.4508090167471,8.0614287458281,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6981",12451,"2012-06-07",2,1,6,23,0,4,1,1,0.56,0.5303,0.52,0.1343,42,135,177,189.294933716987,-100.297396771174,8.0614287458281,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6982",12452,"2012-06-08",2,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642,18,59,77,189.294933716987,-135.023747276309,6.57721126897779,0.6,38.2875704441151,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6983",12453,"2012-06-08",2,1,6,1,0,5,1,1,0.56,0.5303,0.56,0.1642,4,25,29,189.294933716987,-157.619258041311,6.57721126897779,0.6,38.2875704441151,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6984",12455,"2012-06-08",2,1,6,3,0,5,1,1,0.54,0.5152,0.6,0.0896,0,8,8,189.294933716987,-176.811994084441,6.57721126897779,0.5,9.70992835427652,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6985",12458,"2012-06-08",2,1,6,6,0,5,1,1,0.52,0.5,0.68,0.0896,8,131,139,189.294933716987,-109.183245405299,6.57721126897779,0.5,9.70992835427652,0.7,7.17255397102485,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6986",12463,"2012-06-08",2,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537,65,199,264,189.294933716987,20.9481855490681,6.57721126897779,0.7,60.6044253229594,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6987",12469,"2012-06-08",2,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,114,679,793,189.294933716987,271.820829829811,6.57721126897779,0.8,76.8733648829459,0.3,4.90872102927088,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6988",12471,"2012-06-08",2,1,6,19,0,5,1,1,0.74,0.6515,0.3,0.2239,95,460,555,189.294933716987,122.614840719103,6.57721126897779,0.7,60.6044253229594,0.3,4.90872102927088,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6989",12475,"2012-06-08",2,1,6,23,0,5,1,1,0.64,0.6212,0.57,0.1642,52,163,215,189.294933716987,-100.297396771174,6.57721126897779,0.6,38.2875704441151,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"6990",12476,"2012-06-09",2,1,6,0,0,6,0,1,0.64,0.6212,0.53,0.1045,54,152,206,189.294933716987,-135.023747276309,0.178738950629814,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"6991",12478,"2012-06-09",2,1,6,2,0,6,0,1,0.64,0.6212,0.5,0.2239,21,68,89,189.294933716987,-166.275656608553,0.178738950629814,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"6992",12479,"2012-06-09",2,1,6,3,0,6,0,1,0.62,0.6212,0.57,0,12,28,40,189.294933716987,-176.811994084441,0.178738950629814,0.6,38.2875704441151,0.6,11.3161242527334,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"6993",12485,"2012-06-09",2,1,6,9,0,6,0,1,0.64,0.6212,0.57,0.1642,99,241,340,189.294933716987,27.8899004062358,0.178738950629814,0.6,38.2875704441151,0.6,11.3161242527334,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"6994",12487,"2012-06-09",2,1,6,11,0,6,0,1,0.76,0.6667,0.35,0,218,351,569,189.294933716987,20.9481855490681,0.178738950629814,0.8,76.8733648829459,0.4,20.6514475184918,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"6995",12489,"2012-06-09",2,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836,236,349,585,189.294933716987,66.1902147978645,0.178738950629814,0.8,76.8733648829459,0.2,15.408073364892,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"6996",12490,"2012-06-09",2,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,239,354,593,189.294933716987,50.2491468875471,0.178738950629814,0.8,76.8733648829459,0.2,15.408073364892,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"6997",12491,"2012-06-09",2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,218,337,555,189.294933716987,59.973831416185,0.178738950629814,0.8,76.8733648829459,0.2,15.408073364892,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"6998",12492,"2012-06-09",2,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,219,315,534,189.294933716987,128.995882609544,0.178738950629814,0.8,76.8733648829459,0.2,15.408073364892,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"6999",12493,"2012-06-09",2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0,238,257,495,189.294933716987,271.820829829811,0.178738950629814,0.8,76.8733648829459,0.2,15.408073364892,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7000",12500,"2012-06-10",2,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045,33,125,158,189.294933716987,-135.023747276309,-12.7492381871949,0.7,60.6044253229594,0.7,7.17255397102485,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7001",12502,"2012-06-10",2,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343,17,56,73,189.294933716987,-166.275656608553,-12.7492381871949,0.6,38.2875704441151,0.7,7.17255397102485,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7002",12504,"2012-06-10",2,1,6,4,0,0,0,1,0.62,0.5909,0.78,0.0896,1,9,10,189.294933716987,-183.193106040747,-12.7492381871949,0.6,38.2875704441151,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7003",12508,"2012-06-10",2,1,6,8,0,0,0,1,0.64,0.6061,0.73,0.0896,59,122,181,189.294933716987,168.00627110229,-12.7492381871949,0.6,38.2875704441151,0.7,7.17255397102485,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7004",12510,"2012-06-10",2,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.1045,148,265,413,189.294933716987,-19.670873566611,-12.7492381871949,0.8,76.8733648829459,0.4,20.6514475184918,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7005",12511,"2012-06-10",2,1,6,11,0,0,0,1,0.76,0.6818,0.45,0.0896,184,315,499,189.294933716987,20.9481855490681,-12.7492381871949,0.8,76.8733648829459,0.4,20.6514475184918,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7006",12513,"2012-06-10",2,1,6,13,0,0,0,1,0.84,0.7273,0.28,0.1343,204,288,492,189.294933716987,66.1902147978645,-12.7492381871949,0.8,76.8733648829459,0.3,4.90872102927088,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7007",12514,"2012-06-10",2,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.1343,186,314,500,189.294933716987,50.2491468875471,-12.7492381871949,0.8,76.8733648829459,0.3,4.90872102927088,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7008",12515,"2012-06-10",2,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239,159,316,475,189.294933716987,59.973831416185,-12.7492381871949,0.8,76.8733648829459,0.3,4.90872102927088,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7009",12518,"2012-06-10",2,1,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239,164,326,490,189.294933716987,238.653214431161,-12.7492381871949,0.8,76.8733648829459,0.4,20.6514475184918,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7010",12519,"2012-06-10",2,1,6,19,0,0,0,1,0.82,0.7121,0.28,0.2836,115,260,375,189.294933716987,122.614840719103,-12.7492381871949,0.8,76.8733648829459,0.3,4.90872102927088,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7011",12520,"2012-06-10",2,1,6,20,0,0,0,1,0.76,0.6818,0.48,0.1642,113,250,363,189.294933716987,38.2859486359542,-12.7492381871949,0.8,76.8733648829459,0.5,6.67149009129869,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7012",12521,"2012-06-10",2,1,6,21,0,0,0,1,0.72,0.6818,0.62,0.1642,83,170,253,189.294933716987,-22.5067563770855,-12.7492381871949,0.7,60.6044253229594,0.6,11.3161242527334,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7013",12522,"2012-06-10",2,1,6,22,0,0,0,1,0.7,0.6515,0.65,0.1642,42,117,159,189.294933716987,-56.4508090167471,-12.7492381871949,0.7,60.6044253229594,0.6,11.3161242527334,42.1163800808878,5.2577969816757,2.1370743605406,7.65827939577592
"7014",12525,"2012-06-11",2,1,6,1,0,1,1,1,0.66,0.6212,0.74,0.1642,9,15,24,189.294933716987,-157.619258041311,-7.80393066770263,0.7,60.6044253229594,0.7,7.17255397102485,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7015",12526,"2012-06-11",2,1,6,2,0,1,1,1,0.66,0.6212,0.74,0.1045,5,12,17,189.294933716987,-166.275656608553,-7.80393066770263,0.7,60.6044253229594,0.7,7.17255397102485,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7016",12527,"2012-06-11",2,1,6,3,0,1,1,1,0.64,0.5909,0.78,0.1045,2,4,6,189.294933716987,-176.811994084441,-7.80393066770263,0.6,38.2875704441151,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7017",12528,"2012-06-11",2,1,6,4,0,1,1,1,0.64,0.5909,0.78,0.1343,0,7,7,189.294933716987,-183.193106040747,-7.80393066770263,0.6,38.2875704441151,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7018",12529,"2012-06-11",2,1,6,5,0,1,1,1,0.64,0.5909,0.78,0.1343,1,36,37,189.294933716987,-168.255909326743,-7.80393066770263,0.6,38.2875704441151,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7019",12531,"2012-06-11",2,1,6,7,0,1,1,1,0.64,0.5909,0.78,0.1045,25,478,503,189.294933716987,20.2606218385686,-7.80393066770263,0.6,38.2875704441151,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7020",12532,"2012-06-11",2,1,6,8,0,1,1,1,0.66,0.6212,0.74,0.1343,38,613,651,189.294933716987,168.00627110229,-7.80393066770263,0.7,60.6044253229594,0.7,7.17255397102485,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7021",12533,"2012-06-11",2,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.1343,57,259,316,189.294933716987,27.8899004062358,-7.80393066770263,0.7,60.6044253229594,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7022",12534,"2012-06-11",2,1,6,10,0,1,1,1,0.72,0.6818,0.62,0.1642,52,95,147,189.294933716987,-19.670873566611,-7.80393066770263,0.7,60.6044253229594,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7023",12535,"2012-06-11",2,1,6,11,0,1,1,2,0.76,0.6818,0.48,0.2239,59,143,202,189.294933716987,20.9481855490681,-7.80393066770263,0.8,76.8733648829459,0.5,6.67149009129869,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7024",12536,"2012-06-11",2,1,6,12,0,1,1,2,0.8,0.7273,0.43,0.194,63,198,261,189.294933716987,64.623985201932,-7.80393066770263,0.8,76.8733648829459,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7025",12537,"2012-06-11",2,1,6,13,0,1,1,2,0.8,0.7121,0.41,0.2985,63,185,248,189.294933716987,66.1902147978645,-7.80393066770263,0.8,76.8733648829459,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7026",12538,"2012-06-11",2,1,6,14,0,1,1,2,0.82,0.7273,0.34,0.2836,66,193,259,189.294933716987,50.2491468875471,-7.80393066770263,0.8,76.8733648829459,0.3,4.90872102927088,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7027",12539,"2012-06-11",2,1,6,15,0,1,1,1,0.8,0.7121,0.41,0.3582,72,187,259,189.294933716987,59.973831416185,-7.80393066770263,0.8,76.8733648829459,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7028",12542,"2012-06-11",2,1,6,18,0,1,1,2,0.8,0.7273,0.43,0.2985,105,726,831,189.294933716987,238.653214431161,-7.80393066770263,0.8,76.8733648829459,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7029",12546,"2012-06-11",2,1,6,22,0,1,1,2,0.72,0.6667,0.58,0.194,22,142,164,189.294933716987,-56.4508090167471,-7.80393066770263,0.7,60.6044253229594,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7030",12548,"2012-06-12",2,1,6,0,0,2,1,2,0.7,0.6515,0.58,0.2239,2,26,28,189.294933716987,-135.023747276309,0.466791607530132,0.7,60.6044253229594,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7031",12549,"2012-06-12",2,1,6,1,0,2,1,2,0.68,0.6364,0.65,0.1642,5,11,16,189.294933716987,-157.619258041311,0.466791607530132,0.7,60.6044253229594,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7032",12550,"2012-06-12",2,1,6,2,0,2,1,2,0.68,0.6364,0.65,0.194,0,6,6,189.294933716987,-166.275656608553,0.466791607530132,0.7,60.6044253229594,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7033",12553,"2012-06-12",2,1,6,5,0,2,1,3,0.6,0.5455,0.88,0.1343,1,28,29,189.294933716987,-168.255909326743,0.466791607530132,0.6,38.2875704441151,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,-55.2474463615831
"7034",12554,"2012-06-12",2,1,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,6,130,136,189.294933716987,-109.183245405299,0.466791607530132,0.6,38.2875704441151,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7035",12556,"2012-06-12",2,1,6,8,0,2,1,2,0.62,0.5606,0.88,0.2239,15,598,613,189.294933716987,168.00627110229,0.466791607530132,0.6,38.2875704441151,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7036",12557,"2012-06-12",2,1,6,9,0,2,1,2,0.64,0.5758,0.89,0.2836,31,254,285,189.294933716987,27.8899004062358,0.466791607530132,0.6,38.2875704441151,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7037",12560,"2012-06-12",2,1,6,12,0,2,1,3,0.66,0.6061,0.83,0.2537,19,76,95,189.294933716987,64.623985201932,0.466791607530132,0.7,60.6044253229594,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,-55.2474463615831
"7038",12561,"2012-06-12",2,1,6,13,0,2,1,3,0.66,0.6061,0.83,0.194,11,48,59,189.294933716987,66.1902147978645,0.466791607530132,0.7,60.6044253229594,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,-55.2474463615831
"7039",12562,"2012-06-12",2,1,6,14,0,2,1,3,0.64,0.5758,0.89,0.2537,12,48,60,189.294933716987,50.2491468875471,0.466791607530132,0.6,38.2875704441151,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,-55.2474463615831
"7040",12563,"2012-06-12",2,1,6,15,0,2,1,3,0.66,0.5909,0.89,0.194,22,94,116,189.294933716987,59.973831416185,0.466791607530132,0.7,60.6044253229594,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,-55.2474463615831
"7041",12564,"2012-06-12",2,1,6,16,0,2,1,2,0.66,0.5909,0.89,0.2836,30,209,239,189.294933716987,128.995882609544,0.466791607530132,0.7,60.6044253229594,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7042",12567,"2012-06-12",2,1,6,19,0,2,1,1,0.68,0.6364,0.83,0.194,47,444,491,189.294933716987,122.614840719103,0.466791607530132,0.7,60.6044253229594,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7043",12568,"2012-06-12",2,1,6,20,0,2,1,1,0.68,0.6364,0.83,0.194,36,350,386,189.294933716987,38.2859486359542,0.466791607530132,0.7,60.6044253229594,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7044",12570,"2012-06-12",2,1,6,22,0,2,1,1,0.66,0.5909,0.94,0.1045,19,188,207,189.294933716987,-56.4508090167471,0.466791607530132,0.7,60.6044253229594,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7045",12571,"2012-06-12",2,1,6,23,0,2,1,3,0.66,0.5909,0.94,0.2239,11,78,89,189.294933716987,-100.297396771174,0.466791607530132,0.7,60.6044253229594,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,-55.2474463615831
"7046",12572,"2012-06-13",2,1,6,0,0,3,1,2,0.66,0.5909,0.94,0.194,7,27,34,189.294933716987,-135.023747276309,5.91367535123775,0.7,60.6044253229594,0.9,-36.9262319700655,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7047",12573,"2012-06-13",2,1,6,1,0,3,1,1,0.64,0.5909,0.78,0,7,21,28,189.294933716987,-157.619258041311,5.91367535123775,0.6,38.2875704441151,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7048",12574,"2012-06-13",2,1,6,2,0,3,1,1,0.62,0.5758,0.83,0.1343,0,4,4,189.294933716987,-166.275656608553,5.91367535123775,0.6,38.2875704441151,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7049",12577,"2012-06-13",2,1,6,5,0,3,1,1,0.6,0.5606,0.83,0.194,2,38,40,189.294933716987,-168.255909326743,5.91367535123775,0.6,38.2875704441151,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7050",12579,"2012-06-13",2,1,6,7,0,3,1,1,0.6,0.5606,0.83,0.2985,25,480,505,189.294933716987,20.2606218385686,5.91367535123775,0.6,38.2875704441151,0.8,-7.9856781972704,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7051",12580,"2012-06-13",2,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,41,672,713,189.294933716987,168.00627110229,5.91367535123775,0.6,38.2875704441151,0.7,7.17255397102485,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7052",12581,"2012-06-13",2,1,6,9,0,3,1,2,0.64,0.6061,0.69,0.5821,54,298,352,189.294933716987,27.8899004062358,5.91367535123775,0.6,38.2875704441151,0.7,7.17255397102485,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7053",12582,"2012-06-13",2,1,6,10,0,3,1,2,0.64,0.6061,0.65,0.4179,64,134,198,189.294933716987,-19.670873566611,5.91367535123775,0.6,38.2875704441151,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7054",12583,"2012-06-13",2,1,6,11,0,3,1,2,0.66,0.6212,0.54,0.4478,64,182,246,189.294933716987,20.9481855490681,5.91367535123775,0.7,60.6044253229594,0.5,6.67149009129869,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7055",12584,"2012-06-13",2,1,6,12,0,3,1,2,0.68,0.6364,0.44,0.4179,93,241,334,189.294933716987,64.623985201932,5.91367535123775,0.7,60.6044253229594,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7056",12585,"2012-06-13",2,1,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,52,203,255,189.294933716987,66.1902147978645,5.91367535123775,0.7,60.6044253229594,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7057",12586,"2012-06-13",2,1,6,14,0,3,1,2,0.72,0.6515,0.37,0.4179,98,222,320,189.294933716987,50.2491468875471,5.91367535123775,0.7,60.6044253229594,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7058",12587,"2012-06-13",2,1,6,15,0,3,1,1,0.72,0.6515,0.32,0.4925,65,216,281,189.294933716987,59.973831416185,5.91367535123775,0.7,60.6044253229594,0.3,4.90872102927088,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7059",12588,"2012-06-13",2,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,72,320,392,189.294933716987,128.995882609544,5.91367535123775,0.7,60.6044253229594,0.3,4.90872102927088,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7060",12589,"2012-06-13",2,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,75,782,857,189.294933716987,271.820829829811,5.91367535123775,0.7,60.6044253229594,0.3,4.90872102927088,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7061",12592,"2012-06-13",2,1,6,20,0,3,1,1,0.68,0.6364,0.36,0.4179,86,362,448,189.294933716987,38.2859486359542,5.91367535123775,0.7,60.6044253229594,0.4,20.6514475184918,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7062",12597,"2012-06-14",2,1,6,1,0,4,1,1,0.6,0.6212,0.56,0.2239,4,17,21,189.294933716987,-157.619258041311,8.0614287458281,0.6,38.2875704441151,0.6,11.3161242527334,42.1163800808878,5.2577969816757,-1.00334705329519,7.65827939577592
"7063",12598,"2012-06-14",2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,1,8,9,189.294933716987,-166.275656608553,8.0614287458281,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
"7064",12599,"2012-06-14",2,1,6,3,0,4,1,2,0.62,0.6212,0.53,0.2836,1,4,5,189.294933716987,-176.811994084441,8.0614287458281,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,5.2577969816757,-1.00334705329519,-2.01663270456385
